CreationDate	Text	UserId	Score	PostId	Id
2010-07-20T19:41:44.767	By the way, if you want an approximation, you can neglect the second term, because $|1-\\varphi|<1$, and get $F(n)={\\varphi^n \\over {\\sqrt 5}}$ ; actually if you round that to the next integer you get the correct value.	55	2	17	20
2010-07-20T19:42:52.813	Some definitions of natural numbers include 0.	72	6	40	22
2010-07-20T19:44:58.843	There is no angle between two points...  Do you mean the angle between the points at the origin?  Maybe?	38	9	59	23
2010-07-20T19:47:42.350	"versine of the spheroid's angular eccentricity"	17		18	24
2010-07-20T19:48:09.820	I'm guessing that most fence posts are at the edge of a field, which makes this a far more interesting problem.	49	2	51	25
2010-07-20T19:48:34.017	Should be community wiki, since it's asking for a sorted list of resources?	28		3	26
2010-07-20T19:49:03.297	The actual process of using Benford's Law consists of checking the distribution of the numbers, if the numbers are tampered with they show a diffferent distribution. People inventing numbers do this in a biased way, different from how numbers show up in real life.	77	1	63	27
2010-07-20T19:49:49.287	@John: I don't think it's possible unless you construct the reals analytically, and that's fairly involved/beyond the level of the question. So yeah, don't blame you at all!	56	1	40	28
2010-07-20T19:50:02.110	Regarding the 3d space problem, you will basically need to measure the angle in spherical co-ordinates, so two angles. This is after adding in the twin requirements of an origin point and origin vector to measure angle from (as alluded to in the previous comment)	35		59	30
2010-07-20T19:51:10.110	@FordBuchanan: Correct. I've updated the question to (hopefully) make that clear. Sorry for the confusion!	59		51	31
2010-07-20T19:53:49.103	I can't edit yet, could someone edit "grash" to "grasp"? Thanks.	71		5	32
2010-07-20T19:54:58.820	this is exactly the approach that I specified would not be helpful in my question =/	51	2	42	33
2010-07-20T19:55:10.427	I'm so sorry about that! I changed the formatting, it's a lot easier to read now! \n\nAntisymmetric is treated by my book as, "Points to, but cannot point back. There may be reflexive loops."\n\nAsymmetric is the same, except there are no reflexive loops. \n\nAs you can see, these kinds of explanations are meaningless for me. Yours seems to have some tangent property I can understand! +1	44		66	34
2010-07-20T19:55:53.687	-1. Uhh, everyone knows this answer is nonsense, right? And is just upvoting it for a lark?	28	9	23	36
2010-07-20T19:56:42.483	You did not specify that any approach wouldn't be helpful in your question. Read and learn, please. Also, it's generally not good etiquette to down-vote answers to your own questions.	56		42	37
2010-07-20T19:57:45.990	Yes, it's safe to assume a given origin (0,0).	24		59	38
2010-07-20T19:57:49.080	The equation is essentially symmetric. I don't see what the issue is, you seem to already have it reasoned out.	56		74	39
2010-07-20T19:58:10.903	Reason for down-vote please?	56		64	40
2010-07-20T20:03:12.640	-1. This is not a proof at all! Why is 1/3=0.333...? Seriously folks, for the private beta, let's try to maintain a little correctiness.	28	13	31	41
2010-07-20T20:03:28.783	-1. Not a proof, see my comments on all the other duplicate answers.	28	8	25	42
2010-07-20T20:03:36.740	Like myself, you assumed the post should be in the center of the field. I deleted my answer because of this mistake. The problem has been reformulated.	16		64	43
2010-07-20T20:04:09.313	Please note that the multiplicative group of a field (obviously) does not contain the zero from the field in question as there is no inverse.	77	4	80	45
2010-07-20T20:04:21.403	Decimals numbers have a commonplace interpretation, I don't think that's the issue, to be picky.	56		49	47
2010-07-20T20:05:14.380	@BBischof: Fair enough. It wasn't originally stated though, so not really worth a down-vote?	56		64	48
2010-07-20T20:06:06.343	If you talk a little about limits you can get rid of that dependency :/	16		40	49
2010-07-20T20:08:05.483	A rotation matrix can be represented in 9 floats rather than 16. Also, in regards to computer graphics, smooth interpolation between two quaternions is easy compared to rotation matrices.	66	2	78	50
2010-07-20T20:08:53.030	@Scott *why* isn't it? I don't mid being proved wrong, if you can *prove* it.	17	1	25	51
2010-07-20T20:10:21.403	Yes, this is a point that must be made!	16		80	52
2010-07-20T20:11:43.133	@Scott Also, that proof happens to appear on the Wikipedia page for 0.999... too, so I'd suggest you "fix it" there, after you've provided your own answer.	17	2	25	53
2010-07-20T20:12:45.330	@Scott: Sure it is. You can prove it easily by long division. This is about algorithms for mathematical methods really.	56	1	31	54
2010-07-20T20:13:44.517	Fix the answer or delete yours and I will remove the downvote?	16		64	55
2010-07-20T20:16:31.763	do we want to allow/encourage questions that could easily be homework questions? I know we're not MathOverflow and we don't need research-level questions, but to me it still seems like there are better places for homework help (the line being much thinner here than it is on MO). (Rowland, I'm not looking to disparage this as a homework question, it's just asked a lot like one).	76		18	57
2010-07-20T20:17:07.193	@Scott: Might help to stop whining and post what you think is the 'correct' answer then.	56	1	31	58
2010-07-20T20:20:00.540	A great example in my opinion is using it to solve a maze, breadth-first search from the starting position makes it particularly easy.\n\nFrom there you can "add in" more aspects of it once you get them into it, if you wanted to find the shortest route out of the maze you could extend it into a simple application of Djiksta's algorithm.	34	1	88	59
2010-07-20T20:21:39.647	Please use http://meta.math.stackexchange.com/ to discuss what's approprate. Thanks! :)	66		18	60
2010-07-20T20:21:50.440	"List of X" questions generally [are frowned upon](http://meta.stackoverflow.com/questions/57226/should-we-have-a-list-of-x-close-reason).	92	2	81	61
2010-07-20T20:23:09.313	Finite ones do, but infinite ones don't!  The whole reason that this question confuses people is that defining what an infinite decimal *means* is difficult and confusing!	8	18	49	62
2010-07-20T20:23:47.723	@Katie I'd be flattered if you think I was of homework age - as it happens, this was inspired from a software engineering problem I was having, and having never been taught geometry beyond spherical geometry, I was struggling to get my head around the terms. For reference, I wanted this is to generate the bits I need to feed in to do a Helmert transformation.	17		18	63
2010-07-20T20:24:07.550	I think this particular case is useful and acceptable. I'm waiting to flag homework questions that have specific values in mind.\n\nAnd a great answer could go into some good detail here, not just provide a formula.	82	1	18	64
2010-07-20T20:24:29.110	Whatever proof you could give that 1/3 = .3333...  would also prove directly that 1 = .999999...	8	5	25	65
2010-07-20T20:26:26.950	@Katie also, I was being guided by the joint top most on-topic question at http://area51.stackexchange.com/proposals/3355?phase=definition which relates quite strongly, and is possibly easier to find an algorithm for	17		18	66
2010-07-20T20:26:30.850	You may want to take a look at python's http://code.google.com/p/mpmath/ or other libraries that advertise a "multiple precision" feature. Also, this may be a better question for stack overflow instead, since it's more of a computer science thing.	66		97	67
2010-07-20T20:28:19.723	Seriously people what's with all the duplicates?  Check and see if someone has already given your answer first!	8	7	11	69
2010-07-20T20:28:50.020	@Noah That'd be long division, right?	17	2	25	70
2010-07-20T20:33:22.067	But how do you know that long division works?  How do you know the pattern goes on forever?  You can do long division for 1/1 and get .999999...  Try it out!	8	4	25	71
2010-07-20T20:33:28.633	I think you're counting from the wrong end...	28	7	101	72
2010-07-20T20:33:59.883	This problem is actually small enough to use a BigNum implementation, like BigInteger in .NET 4.0.	38		101	73
2010-07-20T20:35:15.760	Yes, any question that asks users to create a list or poll should definitely be made community wiki. I converted this question.	69		3	74
2010-07-20T20:37:03.587	@Morrison: What do you mean? The smallest numbers always start at the right?\n\n@Gietzen: I think I'll try that with my next approach, thanks for the idea.	44		101	75
2010-07-20T20:46:05.000	Oh, wow, Tim Harford!  :)	85		4	76
2010-07-20T20:49:34.353	@Jon: Nope, I'm not interested in a library, there is no such library for the language I'm writing in (yet). I need the mathematical algorithm.	92		97	77
2010-07-20T20:51:27.623	Your non-trite answer is "By definition, they produce mutually orthogonal vectors".  I specifically stated that I was aware of the definition of cross product that explicitly stated that the result is mutually orthogonal.  This is not the definition I am asking about; I am asking about why the Matrix Determinant definition of the cross product (which has no mention of orthogonality) produces an orthogonal vector.\n\nPerhaps I should have clarified more that I was asking specifically about the matrix definition of the cross product, and not the definition that explicitly stated orthogonality	51		42	78
2010-07-20T20:51:47.547	Yes you're right. I'd like to quote Robert Cartaino (http://math.stackexchange.com/questions/3/list-of-interesting-math-podcasts) on this one: "[...] *any question that asks users to create a list or poll should definitely be made community wiki* [...]". I think it would interesting to compile a list of math blogs that do not require research-level math skills to be followed, since I personally find it quite difficult to find such Math blogs. In the end the community or a moderator has to decide if this question shall be closed; I for one do not hope that it gets closed :)	79	2	81	79
2010-07-20T20:53:53.033	You might also want to look into http://en.wikipedia.org/wiki/1_%E2%88%92_2_%2B_3_%E2%88%92_4_%2B_%C2%B7_%C2%B7_%C2%B7	51	5	107	80
2010-07-20T20:55:33.543	@Noah Now that's getting very philosophical, if you're questioning whether a decimal notation is equivalent to a fraction or not.	17		25	81
2010-07-20T20:56:12.340	\u2207 is not gradient. \u2207 is the [nabla operator](http://en.wikipedia.org/wiki/Nabla_symbol), which has no meaning in and of itself.	92		112	82
2010-07-20T20:57:38.187	I think it's pretty standard to define infinite decimals as the infinite series where the terms are the individual digits divided by the appropriate power of the base.  That is, 0.99999... = 9/10 + 9/10^2 + 9/10^3 + ...	72	3	49	84
2010-07-20T20:59:26.793	You're also assuming that you can multiply 0.9999... by 10 and get 9.9999... (or, rather, that arithmetic with infinite decimals works normally), which is not at all unreasonable to assume.	72	5	44	85
2010-07-20T20:59:30.320	Community wiki, as there is no one answer?	49	1	113	86
2010-07-20T21:00:21.830	Ah, I thought I checked it when I posted. Edited.	66		113	87
2010-07-20T21:04:44.067	Perhaps you should also request the answers to include why the particular post is a fallacy. In this case, line 5 is wrong since a=b implies a-b = 0, and so you can't divide out (a-b)	50		113	88
2010-07-20T21:05:45.203	"First" is ambiguous. Ten leftmost or ten rightmost? I believe the people at Project Euler want the former.	92		101	89
2010-07-20T21:10:52.163	I did my best to avoid `0.00000...`, but this made the calculations not as strikingly simple as I'd have liked to.	92		110	91
2010-07-20T21:12:41.103	It depends on what you mean by paradox. Traditionally, the use has allowed for using 'paradox' to refer to any severe failure of intuition (and I think 'the number of balls in the box depends on how you numbered them' certainly qualifies!)	73	1	114	92
2010-07-20T21:15:00.573	Just to nitpick, there **is** a bijection between the set of decimal expansions and reals because they are sets with the same cardinality. It's just that the natural map taking expansions to real numbers isn't injective.	31	6	31	94
2010-07-20T21:15:08.763	Why is this tagged off topic? Surely if it needs this tag then it should be closed...	108		3	95
2010-07-20T21:15:59.920	In the same way, it's often convenient for a variety of reasons *not* to consider hte unit ideal as prime (e.g. for unique factorization in Dedekind domains).	536	2	122	97
2010-07-20T21:18:19.657	@Simon: Good clarification point, you're absolutely right.	56		31	98
2010-07-20T21:18:47.503	are you looking for more "classic fake proofs" of this type, or something along the lines of "common misconceptions in mathematics"?	76	1	113	99
2010-07-20T21:21:17.863	Use whatever method you used to prove sum of two Gaussian is a Gaussian to prove Z = Y-X.	96	2	74	100
2010-07-20T21:21:38.347	Sure, this just about tells you what an introductory course to calculus might involve, but is far to specific to describe the subject as a whole.	56		127	101
2010-07-20T21:22:28.583	See [Catenary](http://en.wikipedia.org/wiki/Catenary) for more analysis on the curve that is mentioned in this answer.	51	5	124	102
2010-07-20T21:25:46.383	@Katie Good point, I just updated the title.	66		113	103
2010-07-20T21:30:52.737	But that's exactly my point, taking the limit of series (and in fact, determining when such a limit exists) is a difficult and confusing concept!	8	6	49	104
2010-07-20T21:32:43.627	Let me say a word about why 1/3 = .33333... is not obvious at all.  What does it mean to say that some number is 1/3?  Well division is the operation that undoes multiplication, so it means that it's a number that when you multiply by 3 you get 1.  Well what happens when you multiply .3333... times 3?  You get .9999...  So *unless you already know* that .99999...=1 then you can't prove that 1/3 = .3333...  The fact that .9999...=1 is *more basic* than the fact that 1/3 = .33333....!	8	17	11	105
2010-07-20T21:38:41.490	0^0 shouldn't be undefined. It should be 1.	30	14	135	107
2010-07-20T21:40:43.317	Actually, the exact side length is the square root of 50, which is irrational.	536	4	139	108
2010-07-20T21:40:59.853	0^0 is 1. http://www.wolframalpha.com/input/?i=lim+x^x+as+x-%3E0.  Not because wolframalpha says so, but the proof is there for you to see.	71		135	109
2010-07-20T21:42:05.720	Could you send it to a social science journal instead? :-)	31	5	136	110
2010-07-20T21:42:45.487	You can also reverse your observation (which as Dan explains is very easy to show) to get the slightly harder result that 1+3+5+...+(2n-1) = n^2.	8	1	136	111
2010-07-20T21:43:38.903	@justin-l, Effectively you are asking why the algebraic definition produces the same answer as the geometric definition.	113		42	112
2010-07-20T21:46:18.887	My teacher said no estimating :(	73	2	145	113
2010-07-20T21:46:46.657	Actually, yes =)  Thank you for clarifying; that's actually a lot clearer than my question was.	51		42	114
2010-07-20T21:47:02.990	Really? Why does that work?	73	2	146	115
2010-07-20T21:47:26.327	Correct me if I'm wrong, but it seems like this would be better suited for MathOverflow.net?	82	1	128	116
2010-07-20T21:48:14.737	@Coltin: Wolframalpha doesn't say that `0^0` is 1. If you enter `0^0` it says "indeterminate". It only says that `lim x^x as x->0` is 1, which is perfectly true, but entirely besides the point.	11	4	135	117
2010-07-20T21:55:10.897	I've been using NRich with my sons and I've found it excellent.	113	2	100	119
2010-07-20T21:59:36.760	This leaves me with a square with area (7-7 sqrt(2))^2; am I doing this right?	51		146	120
2010-07-20T22:09:12.057	true, only 9 are needed for a rotation matrix. And point two makes the point about interpolation :)	35		78	121
2010-07-20T22:11:04.770	It works because the diagonal of the inner square is equal to the side of the outer square. The ratio of the diagonal to the side of any square is root 2, so the ratio of the diagonals of the two squares is root 2, so the ratio of the areas is 2.	113	1	146	122
2010-07-20T22:12:04.893	And now you just need to expand your explanation to include x^i and then explain why e^(i*pi) + 1 = 0 :)	35		141	123
2010-07-20T22:14:16.747	But that's just the definition of pi of course...	8	3	141	125
2010-07-20T22:17:26.980	Nick, I don't think it's research-level. Since many people committing to this site expressed a desire for an MO-like site that would admit questions in pure math at, say, an undergraduate level, I think it should stay here.	76		128	126
2010-07-20T22:18:00.723	This isn't just philosophical, why isn't 1/3 = ...33333367.  (That's going infinitely to the left and with the decimal point at the right.  Decimals going infinitely to the left work just as well formally as ones going to the right.)	8	8	25	127
2010-07-20T22:18:33.110	In your last sentence, beginning "If a function is continuous at...", I think you mean "If a function is differentiable at..."	72		151	128
2010-07-20T22:18:36.230	The example given isn't fallacious or fake, it is perfectly acceptable apart from relying on an undefined operation (division by 0). It is however a great example of *why* division by 0 is left undefined, namely that it makes the arithmetic system inconsistent and therefore you can prove anything (such as 1 = 2)	35		113	129
2010-07-20T22:20:19.240	You might want to say something about in what way you think real numbers are "real" and "valid."  The real numbers (unlike say the rational numbers or the computable numbers) are a purely mathematical abstraction.	8	18	154	130
2010-07-20T22:22:52.623	@Isaac: oops! You're right, of course. Corrected.	31		151	131
2010-07-20T22:25:41.387	Fwiw, I think this question would also be ok at MO.	8	5	155	132
2010-07-20T22:28:14.630	Given that both Mathematica and MatLab are fairly expensive and Wolfram Alpha (http://www.wolframalpha.com/) is free, I'd suggest starting with Wolfram Alpha (which may or may not lead you into Mathematica), and switching to a desktop application when you hit the limits of what Wolfram Alpha can do.  (This doesn't actually answer your question, though.)	72	2	153	133
2010-07-20T22:29:33.410	What is your opinion about learning how to use Excel properly? Using a spreadsheet to explore complicated behaviors (multiple iterations, function evaluations over a multidimensional domain, etc.) can be far more enlightening than simply staring at the output of a Matlab script. \n\nThe spreadsheet also has the advantage of forcing one to carefully consider their question - I often find that the most important question is "What relationship am I really concerned with?".	121		153	134
2010-07-20T22:29:53.880	You lost me at that last step. What does the ratio of the diagonals have to do with anything?	73		146	135
2010-07-20T22:29:54.143	Mathematically, limits are not approximations at all.	72	1	161	136
2010-07-20T22:33:20.397	It sounds like it would be part of Analysis, which deals with things like differentiability, continuous functions and the like. It's also worth noting that new operations can actually change what is representable in a closed form (for example, before logs were invented/discovered then functions involving them obviously couldn't be formulated in a closed form).	35		155	137
2010-07-20T22:37:31.797	workmad3 - new operations do, of course, change what is representable in a closed form. For example, if we invent notation for a function whose value at t is \\int_0^t x^x dx, many more things become representable! But for various mathematical, historical, and computational reasons, it is of interest what functions are expressible in terms of elementary functions as  they've already been defined - field operations (arithmetic), log, exp, and compositions of these.	76		155	139
2010-07-20T22:39:11.967	a open source alternative to mathematica: maxima.	96	4	153	140
2010-07-20T22:39:25.650	the ``granularness" of quantum mechanics has nothing to do with putting the real numbers on shakey ground-- quite the contrary, quantum mechanics relies heavily on the real numbers.  For example, in the standard versions of quantum mechanics the position of most particles can take any real value (not some discrete set of points).	9	2	159	141
2010-07-20T22:44:54.377	Since the one-dimensional "size" of the square is related to its two-dimensional size (area) as a square root, and the diagonal is one-dimensional, the ratio between the diagonals of two squares is the square root of the ratio of their areas. Hence, if the ratio of diagonals is root 2, then the ratio of their areas is 2, i.e. one is twice the size of the other.	67		146	142
2010-07-20T22:48:22.113	That's a good way of looking at it, but I wouldn't call it a proof. We simply define 1 as a prime, there is no proof of that fact; it's a definition.	122	1	122	143
2010-07-20T22:51:35.243	You can reason that way if you like. Or you can think of a infinitesimal close approximation as having distance dx and dx^2 = 0.	99		161	144
2010-07-20T22:51:52.933	I know that complex numbers are a useful abstraction, and in my own mind I'm quite happy that they "exist", in the same that math in general 'exists". However, I tagged the question as "teaching" because I want to hear other people's ideas about how to help non-technicians grasp the wonder of complex numbers. I think your answer is trite and unhelpful so I'm downvoting it.	113		157	145
2010-07-20T22:52:55.430	I added the emphasized phrase because I think some answers have missed the point about who this is for.	113	1	154	146
2010-07-20T22:53:33.993	@Eden Maor -- you are right, proof is definitely **not** the right word to use there.  I'll make a change.	51	1	122	147
2010-07-20T22:54:26.660	When I've used this explanation with people, they want to know why you can't just use normal geometry, which doesn't involve the concept of a negative square root.	113		167	148
2010-07-20T22:54:51.650	the maths used to calculate results in quantum mechanics may make use of reals, but that's really due to convention and the fact that we (humans) have great difficulty with the hugeness of numbers that would be used if we calculated things in plank lengths and plank masses. It's a convenient abstraction rather than an affirmation of any 'existence' of real numbers.	35		159	149
2010-07-20T22:57:33.923	I think electrical circuit theory is a more approachable use of complex numbers, with the imaginary component being used to express phase. Most people think quantum mechanics is pretty weird and have trouble believing it (as did Einstein, so they're in good company) so using quantum mechanics as a justification further convinces them that complex numbers are merely nonsense.	113	1	159	150
2010-07-20T22:57:44.487	I believe the historical context was in solving cubic equations.  If you try to solve a cubic equation that has a real solution, sometimes you have to use complex numbers in intermediate steps in the calculation.  But then when you get to the end you find a real number that really is a solution to a real cubic equation!	8	67	168	151
2010-07-20T23:01:13.280	+1 for the Weierstrass function, I knew what it was but not what it was called.	120		151	152
2010-07-20T23:02:18.707	@noah-snyder, My use of "real" and "valid" are based on the kind of conceptual difficulties that non-mathematicians typically express when first introduced to the concept of complex numbers. I want to find a good way to help these people not just understand but also appreciate this area of math.	113	1	154	154
2010-07-20T23:02:21.623	the branch of mathematics that studies this sort of thing is differential galois theory.	9	18	155	155
2010-07-20T23:02:46.100	This is also a manifestation of godel's incompleteness theorem :)	35	7	171	156
2010-07-20T23:03:05.240	David Foster Wallace. (RIP :-( )	120	1	35	157
2010-07-20T23:04:19.123	of course every physical theory we have is just an approximation.  there are no widely accepted theories that say that spacetime is a lattice (which you seem to believe).	9	1	159	158
2010-07-20T23:04:40.013	"trigonometric" (not "trigonomic" or "triganomic")	120	2	123	159
2010-07-20T23:06:25.033	Moreover, the set of continuous functions which are nowhere differentiable is residual, so one can prove their existence without actually constructing an example.	536	1	151	160
2010-07-20T23:08:41.847	@Noah - Yep that sounds exactly like what I was thinking about.	122	2	168	161
2010-07-20T23:08:51.097	It was [Gerolamo_Cardano in 1545](http://en.wikipedia.org/wiki/Gerolamo_Cardano). For an enjoyable historical treatment see ["An Imaginary Tale" by Paul J. Nahin](http://press.princeton.edu/titles/6388.html).	113	14	168	162
2010-07-20T23:08:59.490	You can use normal geometry, you just have to add the idea of front and back, or alternatively clockwise and counter-clockwise. One way to prime the pump of understanding, is think how rotating something by 90 degrees twice gives -1. So rotate^2 = -1. i is like a 90 degree rotation.	99		167	163
2010-07-20T23:12:16.787	Heh "pi makes sense because it's round like a circle"... nice way to describe one of the fundamental transcendentals :)	35	12	164	164
2010-07-20T23:14:02.947	Right, but for me to answer your question on your terms I need to know why you think that the real numbers are "real" and "valid."	8	3	154	165
2010-07-20T23:14:59.950	I haven't said spacetime is a lattice, just that there is a fundamental granularity to it (which is supported by quantum theory). A lattice implies there is some order to the granularity, while what I'm saying is that there is just a fundamental limit to how fine-detailed things can get. And you seem to have confused 'theory' with 'abstraction'. Real numbers are a convenient abstraction used to make things manageable, not a theory of any description.	35		159	166
2010-07-20T23:15:29.213	It's in my library - haven't gotten to it yet, unfortunately.	122		168	168
2010-07-20T23:15:49.307	@Neil I'm more familiar with quantum theory than electrical circuit theory :) Although now you mention it I have heard from other people I know that imaginary numbers play a large role there.	35		159	169
2010-07-20T23:16:17.967	It's definitely not research-level, but I actually doubt it'd get closed on MO, since it's a fact that most books mention without proof; I don't really see why it would be terribly out of place on either site.	536	2	128	170
2010-07-20T23:17:01.397	Try a finite example, and try to answer, "What is the sum of its elements cardinality?"	99		162	171
2010-07-20T23:17:43.797	As a general comment, the book _Foundations of Analysis_ by Landau covers the basic constructions up to the complex numbers in full detail (albeit without much motivation).	536	2	20	172
2010-07-20T23:17:45.390	I mentioned this paradox in my question; it however is not the same one that I am asking about.	51		179	173
2010-07-20T23:18:46.730	@jacob surely you mean -pi and +pi or 0 and 2pi? And that was exactly what I was thinking :) You have to jump through hoops to do this in Cartesian co-ords, while it is trivial in polar co-ordinates.	35		177	174
2010-07-20T23:19:44.497	Thanks, very interesting. Not quite what I was looking for, but helpful all the same.	113		173	175
2010-07-20T23:23:45.550	Wow, looking at the picture, I see that the square is evenly split into the black and white areas. I wasn't convinced at first, but then I printed out the picture and saw that the four black triangles can be 'folded' over to cover the small white square perfectly.	73	1	176	176
2010-07-20T23:24:22.587	@jonathan-fischoff: thanks, that's helpful	113		167	177
2010-07-20T23:24:29.870	@Justin L.: "There are some more complex subtleties to that, to make it rigorous" - you still make it sound like a proof	123		122	178
2010-07-20T23:24:40.417	yup, each of the quadrants of the outer square is split in half.	120		176	179
2010-07-20T23:25:46.920	...of course, if you're working in wood and the direction of the grain is important, this method would mess that up.	120	1	176	180
2010-07-20T23:25:54.313	Euclid's theorem could easily be modified to work with 1 as a prime. The reason why 1 isn't a prime is either because it makes a whole lot of different results nicer, or an accident of history, not because of one specific theorem	123	2	149	181
2010-07-20T23:28:17.773	The intention is to ask about the limit as time goes to 11.	73		111	182
2010-07-20T23:30:46.897	Community-wiki?		14	83	183
2010-07-20T23:31:37.923	Answering a question with a question often isn't the most helpful way to begin. People accept the reals as "real" even though they shouldn't, simply because they've been exposed to them from a very young age. You have to help them see that the reals may not be as real as they thought. I would typically start talking about the problems the Greeks had when Euclid proved that the length of the diagonal of a unit square was an irrational number.	113	2	154	184
2010-07-20T23:37:53.093	You're right, sorry. Probably you can say that, since "the set of all sets" is not so well-defined, it must necessarily contain the set from Russel's paradox. Since the set from Russel's Paradox can't exist, neither can any set that contains it. But I feel this is cheating somehow.	122	1	179	185
2010-07-20T23:42:46.720	C is a field structure on R^2.		3	154	186
2010-07-20T23:44:02.507	hopefully we'll get that darn math markup working soon, :)	104	3	164	187
2010-07-20T23:47:17.900	Are you sure you are intending `x`'s magnitude to always be the result of the cross product, or only its direction?	51		185	188
2010-07-20T23:57:01.670	I agree with BBischof. This question could use more background. Did you see a mysterious expression with $\\epsilon$s and $\\delta$s and have no idea what it meant? Does your book just toss around `limit` like it's the most natural thing in the world? Providing more detail in your question will get you a more appropriate answer.	73		2	189
2010-07-20T23:59:42.803	Very nice--this is the answer I wanted to have, but I couldn't get the picture/comparison straight in my head.	72		181	190
2010-07-21T00:03:43.420	http://farm5.static.flickr.com/4082/4813660948_8e8caa2ec9.jpg should be a picture to match this answer.  Because C is on the circle with center at A and passing through the vertices adjacent to A, the length of AC is equal to the length of a side of the square. &ang;CAD has measure 45 degrees, so AD and DC both have length 1/sqrt(2) times the length of a side of the original square, so the shaded square has half the area of the original square.  @Will, feel free to edit my image into your answer.	72	2	146	191
2010-07-21T00:08:11.023	fair, Akhil; I'm glad to have it here, though, so that we indicate the acceptability of higher-level math questions (non-grade school)	76	1	128	192
2010-07-21T00:12:34.977	The relationship between spinors and quaternions could be made stronger. The quaternions are the dual of spinors within a 3D geometric algebra. The quaternions are made up of linear combinations of the oriented planes and a scalar, while the spinors are linear combinations of a vector and the 3d oriented volume or pseudoscalar. Their union makes up the entire 3D GA. The 720 degree is tangential. It comes from four ways to make the angle between two vectors: clockwise theta, clockwise 2pi - theta, counter clockwise theta, counter clockwise 2pi - theta. In all that covers 4pi.	99		78	194
2010-07-21T00:12:55.507	Is the question bad because it is too basic?  Many questions already here can be answered by a check of wikipedia; in fact, many questions on the Trilogy Sites could be answered by wikipedia as well.	51	4	201	195
2010-07-21T00:16:33.080	-1. The term "well-behaved" is clearly informal.  An approximate definition would be something like nonsingular, smooth, and describable in closed-form.			206	196
2010-07-21T00:18:53.343	I think that some effort should be necessary on the part of the person asking the question...		6	201	197
2010-07-21T00:19:09.050	Although you're right that constructive mathematics has nothing to do with Russell's paradox, my understanding is that the key point that constructivists deny is the law of the excluded middle (not the Axiom of Choice, though most constructivists don't use that either).	8	3	203	198
2010-07-21T00:21:12.540	Python's console is excellent for this task - but don't forget about Octave, the open source alternative to Matlab.  (It is easiest to use on a UNIX-like command line.)	121	2	205	200
2010-07-21T00:23:24.567	Yes (as has been answered): the heuristic reason is that we can list the primes $p_1, p_2, \\dots$. Each time you apply the sieve of Eratosnese you exclude the numbers divisible by $p_n$ and weed out "$(1-1/p_n)$" of the natural numbers (i.e., asymptotic density). So in the end you are left with $\\prod ( 1 - 1/p_n)$ fraction of the natural numbers; since the sum $\\sum \\frac{1}{p_n} = \\infty$, this is the proportion zero. So we should expect the primes to have density zero.	536	3	194	201
2010-07-21T00:25:18.570	@Harry Gindi: well, it is not my fault that economists use this term in their papers and books. How can you expect me to know that well behaved is the same as nonsingular, smooth, or whatever? If I knew all of that I wouldn't probably be asking the question! Instead of down-voting me and telling me off for not being "formal", why don't you write an answer and explain this in a nice way? Is that how you expect this website to get more users? By down-voting legitimate questions rather than questions written by someone who already knows the answer but only wants reputation points?	85	13	206	202
2010-07-21T00:29:31.073	The proof also works in the ring of polynomials over a finite field.	536	2	211	203
2010-07-21T00:35:44.400	What is the rule on language? Should I edit the quote?	123		212	204
