227	0	146637	12	<php><arrays><cloud><tag-cloud>
229	9	91	5	0
231	0	62	5	<windows><mailto>
233	231	71	5	0
234	0	91	11	<mysql><sql-server><query>
235	231	91	0	0
236	176	48	2	0
237	0	100	19	<git><version-control><dvcs>
238	234	34	8	0
239	237	61	2	0
240	237	34	4	0
241	237	91	6	0
243	234	71	3	0
244	176	91	0	0
246	0	71	4	<.net><database><sqlite>
249	0	103	6	<php><forms><remote>
250	249	48	6	0
252	237	34	3	0
253	227	55	15	0
257	249	146637	3	0
258	192	55	6	0
259	177	70	2	0
260	0	91	22	<c#><.net><scripting><compiler>
263	0	61	11	<c++><c><linux><gtk><x11>
264	0	104	9	<c++><berkeley-db>
265	0	105	10	<svn><collaboration>
266	265	34	13	0
268	265	101	1	0
269	260	91	1	0
273	249	103	6	0
274	227	40	1	0
275	237	101	5	0
276	227	55	1	0
278	260	106	4	0
279	0	91	15	<asp.net><visual-studio><svn>
283	227	40	0	0
284	279	60	1	0
285	279	2	14	0
289	0	109	193	<c#><sorting>
290	174	106	0	0
291	289	109	45	0
292	289	91	26	0
297	176	40	3	0
298	289	49	125	0
304	109	91	0	0
307	260	49	11	0
308	0	106	51	<sql><database><version-control>
310	308	55	5	0
313	0	34	59	<.net><ruby><database>
328	0	59	127	<php><security><php-session>
329	328	59	16	0
330	0	63	8	<c++><oop>
331	328	58	11	0
332	330	59	7	0
335	328	50	3	0
336	0	61	13	<language-agnostic><types>
337	0	111	26	<python><xml>
338	337	61	1	0
339	336	59	17	0
342	337	59	9	0
344	260	100	3	0
347	336	50	0	0
350	90	100	10	0
352	36	5	30	0
354	336	116	0	0
356	308	116	3	0
357	13	115	8	0
358	237	109	5	0
359	260	119	2	0
360	308	109	28	0
361	0	115	34	<string><language-agnostic><cross-platform><generation>
362	361	80	19	0
363	308	117	2	0
364	361	122	3	0
367	88	116	24	0
368	227	115	0	0
369	0	117	16	<ant><build-process><phing>
370	361	122	1	0
371	0	49	198	<email><email-spam>
375	371	124	12	0
377	369	122	2	0
382	0	122	11	<java><generics><warnings><casting><type-safety>
384	382	122	17	0
387	0	134	13	<search><lucene>
388	361	118	2	0
391	387	134	11	0
392	387	91	5	0
395	0	118	58	<.net><vb.net><vb6><vb6-migration>
396	371	136	153	0
397	72	135	0	0
398	395	135	3	0
400	72	136	6	0
402	0	136	46	<iphone><objective-c>
403	0	123	38	<code-review><collaboration>
407	164	137	0	0
411	48	137	9	0
412	108	123	0	0
414	403	139	29	0
415	0	123	37	<hash><exploit><gravatar>
419	0	268	10	<com><vb6>
420	403	133	10	0
421	415	34	6	0
423	415	117	16	0
426	395	111	3	0
427	0	123	5	<windows-mobile><pocketpc><ie-mobile>
429	0	111	6	<windows><scheduled-tasks>
430	192	136	1	0
431	429	34	7	0
432	429	52	4	0
435	429	34	6	0
438	0	136	19	<ruby-on-rails><ruby><http>
442	429	52	3	0
451	371	17	6	0
467	17	144	5	0
469	0	147	3	<python><osx><fonts><photoshop>
470	0	71	4	<.net><web-services>
471	337	147	20	0
473	470	49	5	0
476	369	35	1	0
482	0	77	11	<c#><windows><data-binding><forms>
483	438	147	18	0
484	0	58	44	<html><css><design>
485	484	58	34	0
486	484	34	0	0
489	484	33	2	0
493	369	151	0	0
497	469	50	0	0
499	484	50	1	0
502	0	147	10	<python><windows><image><pdf>
504	484	71	0	0
509	482	143	17	0
514	0	151	5	<ruby-on-rails><ruby><crash>
515	369	136	11	0
516	173	150	95	0
518	469	153	0	0
519	514	136	2	0
521	173	154	3	0
522	88	156	4	0
525	337	154	1	0
529	180	86	2	0
530	264	86	0	0
531	19	157	72	0
532	265	86	0	0
535	0	154	23	<python><continuous-integration><extreme-programming>
536	502	161	6	0
537	263	156	2	0
538	535	156	20	0
539	180	157	4	0
540	123	154	0	0
541	535	157	14	0
549	0	136	950	<http><authentication><language-agnostic><article>
551	387	156	3	0
555	549	136	88	0
558	484	166	16	0
561	0	157	4	<unit-testing><language-agnostic><testing>
562	0	0	13	<c#><asp.net><medium-trust>
564	0	25	27	<c#><java>
566	564	154	38	0
568	564	58	24	0
576	371	163	18	0
580	0	91	13	<sql-server><deployment><release-management>
582	562	149	10	0
583	564	39	2	0
585	580	149	10	0
586	580	34	13	0
587	369	149	2	0
588	0	172	11	<php><windows><exchange><mapi>
589	561	116	0	0
590	580	116	1	0
591	580	111	2	0
592	0	116	20	<python><sql><database><oracle><cx-oracle>
593	592	116	22	0
594	0	116	3	<python><sql><database><oracle><cx-oracle>
595	594	116	5	0
597	580	76	1	0
598	371	175	11	0
599	173	175	1	0
600	438	175	1	0
601	0	90	10	<c#><c++><random><random>
602	601	13	14	0
603	237	175	7	0
605	601	116	4	0
606	484	175	2	0
607	263	156	6	0
608	564	13	12	0
609	0	179	5	<c++><visual-studio><compatibility><windows-nt>
610	0	145	15	<gui><language-agnostic><api><application>
611	588	173	2	0
612	610	116	1	0
613	313	173	0	0
614	610	34	6	0
615	610	63	10	0
617	237	173	4	0
618	601	0	4	0
619	514	183	3	0
622	0	184	17	<performance><primes>
623	622	154	24	0
625	395	51	22	0
626	0	136	113	<ruby><lambda><proc>
627	177	51	4	0
629	626	122	21	0
633	588	33	5	0
635	337	188	1	0
641	610	188	8	0
644	0	191	10	<sql><database>
645	514	151	0	0
650	0	143	38	<c#><.net><visual-studio><versioning>
651	0	192	9	<asp.net><iis><authentication><active-directory>
653	644	115	0	0
655	650	91	32	0
657	0	115	6	<encryption><passwords>
658	610	197	9	0
660	535	197	12	0
664	0	199	53	<open-source>
665	644	197	2	0
666	664	58	30	0
667	264	197	4	0
668	664	117	4	0
669	657	117	12	0
673	657	200	3	0
676	227	199	13	0
679	48	51	2	0
681	328	200	3	0
683	0	199	10	<python><arrays><iteration>
684	644	51	1	0
691	657	34	6	0
693	371	209	3	0
695	36	206	8	0
696	0	204	6	<php><database><odbc><db2><ibm-midrange>
698	0	173	93	<python><ide><code-completion><wing-ide>
699	164	30	14	0
700	698	49	29	0
701	683	111	1	0
702	698	147	1	0
703	698	111	1	0
704	696	200	4	0
705	0	91	11	<.net><database><embedded-database>
706	650	91	0	0
707	705	46	15	0
709	0	111	21	<c#><.net><visual-studio><unit-testing>
710	705	51	2	0
711	698	207	5	0
712	709	91	10	0
713	709	34	28	0
715	698	189	52	0
717	0	0	5	<.net><database><oledb><legacy><vfp>
718	709	27	3	0
723	626	216	132	0
725	651	205	9	0
726	415	91	-1	0
728	0	205	6	<asp.net><mapping><gis>
730	705	90	2	0
734	728	90	3	0
735	683	145	-1	0
737	705	173	5	0
738	415	91	42	0
739	728	206	1	0
742	0	189	17	<python><django><views><oop>
743	698	173	3	0
745	683	154	5	0
746	0	192	10	<string><language-agnostic><format><title-case>
747	746	192	12	0
748	705	91	2	0
749	746	58	3	0
750	683	199	1	0
751	746	219	-1	0
752	0	192	76	<c#><.net><reflection>
753	752	192	7	0
754	746	142	2	0
755	752	34	104	0
756	698	197	1	0
759	609	90	6	0
761	0	214	3	<.net><internationalization><date><globalization>
762	761	214	1	0
763	761	51	0	0
764	742	0	1	0
765	664	46	11	0
766	0	1384652	4	<python><mysql><postgresql><bpgsql>
768	174	214	13	0
769	0	79	14	<math><linear-algebra><system><linear-equation>
770	761	175	2	0
771	746	175	6	0
773	0	207	50	<python><iteration>
774	769	157	2	0
775	610	175	1	0
777	766	150	2	0
781	769	229	12	0
783	773	189	17	0
786	664	175	7	0
787	650	175	2	0
791	622	175	0	0
794	561	157	3	0
795	746	227	8	0
797	13	227	72	0
798	709	230	1	0
799	717	162	7	0
800	0	230	55	<database><oop><object-database>
802	766	1384652	2	0
803	610	171	0	0
805	0	232	4	<asp-classic><sftp>
806	800	58	1	0
807	800	234	0	0
809	800	52	11	0
810	0	233	5	<visual-studio><registry><setup>
811	800	1384652	2	0
815	800	198	2	0
817	13	234	2	0
818	810	233	0	0
819	800	232	0	0
820	810	91	3	0
826	0	101	5	<algorithm><language-agnostic>
829	810	234	4	0
832	0	224	3	<c#><linq>
833	0	186	6	<sql-server><database>
834	826	200	-3	0
835	0	91	4	<msbuild><cruisecontrol.net>
836	696	204	1	0
837	832	224	2	0
838	833	60	4	0
840	826	101	0	0
842	0	40	79	<php><unit-testing>
844	279	227	0	0
845	0	238	24	<javascript><html><css><fonts>
846	842	200	19	0
849	845	93	16	0
850	845	204	2	0
853	842	204	9	0
855	0	93	5	<visual-studio><xslt><documentation><sandcastle><xml-comments>
858	855	34	6	0
859	855	91	3	0
862	698	0	2	0
865	279	203	0	0
870	810	233	0	0
871	0	203	395	<svn><git>
873	871	150	55	0
875	871	91	550	0
876	871	34	26	0
877	717	206	4	0
879	0	58	26	<php><variables><pass-by-reference><pass-by-value>
880	879	34	-2	0
881	879	58	4	0
884	826	159	3	0
885	879	91	32	0
886	871	153	5	0
887	879	40	11	0
888	0	131	76	<php><debugging>
889	888	91	5	0
890	888	200	36	0
891	888	234	0	0
893	871	234	6	0
894	805	200	5	0
895	194	243	1	0
896	879	34	10	0
897	879	137	2	0
898	0	200	32	<language-agnostic><unicode><localization><internationalization>
899	0	137	249	<svn><osx>
901	899	204	4	0
902	899	137	107	0
904	0	34	23	<html><css><text>
905	0	204	3	<sql-server><windows-server-2003>
906	898	122	7	0
907	899	244	0	0
908	194	243	1	0
910	871	136	145	0
911	904	55	25	0
912	904	200	9	0
918	0	243	61	<python>
921	898	91	13	0
922	918	118	26	0
930	0	245	18	<c#><database><connection>
931	88	116	9	0
934	237	244	0	0
935	0	246	20	<postgresql>
936	935	91	6	0
938	935	246	19	0
939	123	244	0	0
940	930	243	12	0
942	905	206	4	0
943	935	91	7	0
944	0	233	8	<c#><.net><exception><exception-handling>
945	918	243	1	0
946	899	0	2	0
947	0	243	4	<vb6>
950	194	206	2	0
951	930	49	18	0
952	918	101	9	0
959	0	203	6	<conferences>
960	959	34	4	0
963	959	91	0	0
964	918	203	3	0
966	959	243	2	0
968	959	206	1	0
971	164	101	0	0
972	0	145	75	<python><oop><monkeypatching>
973	905	204	0	0
978	800	116	36	0
979	959	204	1	0
981	833	116	0	0
982	972	200	4	0
984	972	122	0	0
986	944	1	2	0
990	944	233	0	0
991	972	13	1	0
993	972	55	1	0
995	826	159	0	0
1001	918	50	3	0
1005	0	85	87	<linux><unix><vi>
1006	1005	55	0	0
1010	0	67	3	<c#><asp.net>
1012	1005	13	4	0
1016	944	1	7	0
1022	930	93	5	0
1023	835	231	4	0
1024	0	234	6	<ruby-on-rails><ruby><exception><plugins>
1025	947	77	0	0
1026	1024	234	7	0
1028	947	90	3	0
1033	0	87	32	<ip><lookup><country>
1034	1033	116	7	0
1037	0	231	11	<c#><winforms><flash><adobe><macromedia>
1039	1037	46	17	0
1040	0	254	25	<c#><file-locking>
1041	0	90	5	<c++><regex>
1042	0	2	4	<sql-server><query><indexing><full-text-search>
1043	1040	55	2	0
1044	1040	227	18	0
1047	1042	227	0	0
1049	1040	234	3	0
1050	1040	234	1	0
1051	1040	90	6	0
1053	0	13	5	<math><language-agnostic><floating-point>
1054	1053	13	4	0
1055	1041	234	3	0
1056	1033	234	25	0
1057	1053	55	3	0
1061	1042	3	6	0
1062	1041	116	1	0
1064	0	90	3	<language-agnostic><opengl><3d><directx>
1065	1005	116	17	0
1066	1037	231	3	0
1069	0	257	24	<c++><windows><multithreading><debugging><memory>
1070	0	236	7	<unix><size>
1071	264	257	0	0
1072	1069	122	0	0
1073	1069	90	10	0
1074	1010	1	3	0
1076	1041	259	1	0
1077	761	214	0	0
1081	1069	257	0	0
1082	1070	116	0	0
1083	0	260	11	<artificial-intelligence><email-spam><bayesian>
1085	0	214	37	<.net><free><ocr>
1086	1069	222	0	0
1090	1083	86	2	0
1092	1064	61	4	0
1093	1010	51	1	0
1095	1083	51	1	0
1096	1064	41	5	0
1104	0	236	8	<c++><exception>
1105	1085	46	9	0
1106	1085	49	16	0
1108	0	264	150	<database><indexing><article>
1109	1104	13	14	0
1114	944	227	3	0
1120	855	91	2	0
1121	918	269	2	0
1123	855	39	2	0
1130	1108	264	337	0
1131	0	91	18	<windows><language-agnostic><chm><winhelp>
1132	918	274	2	0
1134	698	274	3	0
1135	1131	227	7	0
1136	1131	40	0	0
1141	1131	267	2	0
1142	1083	268	0	0
1145	0	188	3	<c><malloc>
1147	502	268	1	0
1148	13	46	5	0
1149	1145	200	4	0
1151	899	188	7	0
1153	1145	267	2	0
1154	1145	268	5	0
1155	1145	222	1	0
1156	0	264	11	<sql><database><indexing>
1157	1156	200	21	0
1159	1145	188	0	0
1160	0	120	26	<svn><msbuild><cruisecontrol.net>
1163	1145	263	2	0
1164	1160	91	2	0
1168	1160	120	3	0
1169	1160	275	12	0
1171	0	280	20	<python><data-structures><performance><graph>
1172	1160	266	3	0
1174	1171	267	2	0
1175	1131	206	1	0
1176	0	25	13	<ruby><open-source>
1177	899	281	0	0
1180	0	281	10	<dns><web-applications><subdomain><user><account>
1183	1041	0	1	0
1185	1180	60	1	0
1186	1176	34	13	0
1187	1180	275	7	0
1189	0	258	3	<c#><.net><safari><viewstate>
1190	1189	258	0	0
1191	1171	188	0	0
1201	415	91	0	0
1202	1189	192	2	0
1203	918	207	40	0
1204	177	120	48	0
1215	177	0	9	0
1216	1160	120	1	0
1226	336	257	0	0
1229	0	0	1	<hyperlink><powerpoint>
1232	1180	48	10	0
1234	0	296	5	<csla><training-events>
1235	1160	173	3	0
1236	1189	149	3	0
1237	0	230	9	<regex>
1238	1131	206	2	0
1239	1234	34	2	0
1240	1237	34	20	0
1241	0	194	4	<c#><c++><sockets>
1242	1229	39	7	0
1243	1237	264	6	0
1248	11	268	313	0
1252	1237	30	-1	0
1257	1033	206	3	0
1260	1229	0	1	0
1261	0	292	27	<svn><version-control><cvs>
1263	104	257	3	0
1264	1261	91	15	0
1265	336	61	0	0
1266	564	267	14	0
1269	1261	48	6	0
1271	728	205	0	0
1272	1261	268	13	0
1275	1241	46	1	0
1276	0	30	47	<mysql><database>
1278	1261	275	7	0
1281	835	35	4	0
1284	0	0	8	<xss><sql-injection><malicious>
1290	88	268	7	0
1292	0	192	26	<.net><collections><queue>
1297	1292	25	1	0
1300	0	91	18	<.net><.net-3.5><msbuild><nant>
1303	1292	267	3	0
1304	0	121	72	<c#><.net><io>
1305	1292	192	12	0
1306	0	302	20	<ruby><unix><curses>
1309	1304	267	54	0
1311	0	306	2	<c><audio><rockbox>
1312	898	91	4	0
1313	0	65	13	<language-agnostic><colors>
1314	0	312	4	<msbuild><build-process><cruisecontrol.net>
1316	1284	0	0	0
1317	1284	48	2	0
1318	1306	216	12	0
1319	1314	91	4	0
1320	1300	312	4	0
1321	1313	268	1	0
1322	1313	267	1	0
1323	0	65	4	<algorithm><language-agnostic><colors>
1325	1313	39	4	0
1326	1304	267	11	0
1328	1284	121	1	0
1329	0	83	23	<windows><file><filesystems><utilities>
1331	1329	39	46	0
1332	289	313	200	0
1333	1284	91	2	0
1334	1329	267	14	0
1335	1329	29	3	0
1336	1284	121	0	0
1337	1329	194	5	0
1338	1276	17	36	0
1339	1329	91	15	0
1340	1323	267	0	0
1341	1329	268	5	0
1342	1323	17	0	0
1346	1323	65	0	0
1347	1300	17	0	0
1348	1313	199	1	0
1349	1329	83	0	0
1351	1323	267	2	0
1353	1329	91	1	0
1356	1284	314	7	0
1359	1314	35	0	0
1364	1300	35	2	0
1367	1311	316	2	0
1375	1306	136	0	0
1376	0	26	3	<flex><air>
1378	1306	269	2	0
1380	1376	26	0	0
1381	1329	206	3	0
1383	0	314	96	<unit-testing><glossary>
1384	0	230	59	<.net><nhibernate><orm><subsonic>
1387	0	0	8	<.net><parallel-processing>
1390	0	60	6	<sql-server><windows-server-2008>
1392	664	269	41	0
1393	1383	266	78	0
1394	1390	91	11	0
1397	1376	40	4	0
1398	1383	34	32	0
1399	1387	200	5	0
1401	0	149	2	<asp.net><javascript><validation>
1404	9	212	374	0
1405	1401	225	2	0
1408	0	58	44	<php><apache><xampp><server-configuration>
1409	0	26	1	<asp.net><iis>
1413	1408	269	4	0
1414	1408	60	34	0
1415	588	70	1	0
1417	0	287	10	<php><apache><authentication>
1418	1401	35	4	0
1420	246	26	0	0
1421	1408	58	46	0
1425	1417	1384652	11	0
1427	313	307	1	0
1428	1384	45	3	0
1430	1176	269	3	0
1435	427	60	2	0
1436	1387	0	1	0
1437	1104	55	-1	0
1446	580	307	1	0
1447	1387	200	1	0
1451	0	106	6	<sql><permissions>
1453	0	58	3	<php><oop><parameters><methods><default>
1454	1104	292	2	0
1455	484	106	0	0
1456	1453	40	1	0
1457	0	331	75	<ajax><url><rest><address-bar>
1459	1451	200	8	0
1461	1457	40	2	0
1462	898	304	40	0
1464	580	26	3	0
1465	1457	333	8	0
1466	1451	192	0	0
1467	1457	331	6	0
1468	1457	60	68	0
1474	1104	198	0	0
1476	0	92	110	<python><syntax><binary><literals>
1477	1451	296	9	0
1478	1476	305	0	0
1479	1476	269	0	0
1484	1476	65	40	0
1487	610	269	5	0
1488	1451	35	1	0
1490	1276	198	14	0
1491	177	149	2	0
1495	761	269	2	0
1496	0	136	19	<osx><vim><emacs><editor>
1503	0	27	8	<visual-studio><unit-testing><continuous-integration><cruisecontrol.net>
1504	1276	59	2	0
1505	0	83	10	<iphone><html><favicon><apple-touch-icon>
1506	1505	83	5	0
1508	0	149	2	<version-control><dvcs>
1509	1505	91	7	0
1514	1503	27	6	0
1515	1508	65	1	0
1517	1496	199	16	0
1522	1505	83	1	0
1524	761	304	0	0
1525	1508	59	1	0
1527	1401	149	0	0
1528	0	93	14	<c#><wpf><silverlight><polymorphism><dependency-properties>
1533	1528	91	14	0
1534	1528	34	6	0
1535	0	332	13	<c#><exception><error-handling>
1536	1528	122	12	0
1537	0	290	8	<software-engineering>
1538	1537	92	4	0
1540	1537	91	13	0
1542	0	58	80	<code-review>
1544	1542	92	55	0
1545	1542	269	4	0
1546	1041	224	4	0
1550	650	313	0	0
1551	0	307	40	<oop><class><education>
1553	1551	318	4	0
1554	1535	96	2	0
1555	1551	269	3	0
1556	1528	313	20	0
1559	279	0	9	0
1561	1496	153	5	0
1565	279	91	0	0
1570	1551	40	36	0
1573	1551	58	2	0
1576	0	117	80	<linux><bash><unix><shell>
1577	1576	92	101	0
1578	1576	307	2	0
1579	1576	58	2	0
1581	1576	65	0	0
1582	564	332	1	0
1583	1537	55	10	0
1584	0	40	4	<windows><iis><shell><command-line><terminal>
1585	1584	65	2	0
1586	1576	122	6	0
1587	888	341	4	0
1588	1584	71	2	0
1589	1576	25	1	0
1590	1576	271	2	0
1591	1576	71	0	0
1592	1542	83	0	0
1594	1584	271	0	0
1595	746	102	5	0
1596	1576	199	31	0
1598	0	83	43	<iphone><favicon><apple-touch-icon>
1599	1598	67	0	0
1600	0	230	5	<sql-server>
1601	1576	52	3	0
1602	888	1384652	5	0
1606	1576	318	0	0
1607	0	72	71	<php><mysql><database><svn><migration>
1608	1584	52	1	0
1609	1598	52	3	0
1610	0	328	18	<sql-server>
1611	328	1384652	2	0
1615	0	25	2	<ruby><language-agnostic><xfdl>
1617	1600	173	5	0
1619	766	92	9	0
1620	833	318	1	0
1621	1610	224	19	0
1622	1542	1384652	6	0
1623	0	230	12	<visual-studio><design><projects-and-solutions>
1624	1610	192	0	0
1625	0	204	11	<windows><xml><linux>
1627	1625	92	4	0
1628	1615	52	2	0
1640	1623	27	2	0
1643	1033	83	0	0
1644	0	91	529	<polls><podcast>
1646	1600	225	3	0
1647	1615	52	1	0
1649	1644	1384652	10	0
1651	1625	72	6	0
1653	1625	117	2	0
1654	1644	199	29	0
1655	1625	52	1	0
1656	1607	122	3	0
1657	1625	207	3	0
1660	1644	308	90	0
1661	1644	116	19	0
1662	1576	48	3	0
1665	1623	3	5	0
1666	1607	216	33	0
1667	1623	275	13	0
1669	0	340	615	<language-agnostic><books><resources><compiler>
1670	1607	230	3	0
1672	1669	91	575	0
1673	1300	308	12	0
1678	1669	52	16	0
1679	0	55	3	<statistics><spss>
1683	0	350	6	<asp.net><profile>
1684	657	115	0	0
1686	1669	316	36	0
1687	1683	230	0	0
1688	1683	91	0	0
1693	1669	101	18	0
1703	1176	183	7	0
1704	1679	59	2	0
1705	0	52	46	<security><legal><hacking><ethics>
1706	1705	91	4	0
1707	1705	200	4	0
1708	0	72	4	<shockwave><lingo>
1709	0	349	6	<web-services><application-integration>
1710	1551	59	21	0
1711	0	303	1440	<books><resources><reading>
1712	1708	52	1	0
1713	1711	92	1755	0
1716	145	292	0	0
1718	1383	137	2	0
1721	1709	101	3	0
1724	1709	91	2	0
1725	1705	137	5	0
1728	1705	303	7	0
1733	1709	275	2	0
1734	0	59	8	<xml><database><protocol-buffers>
1736	842	137	7	0
1739	899	164	25	0
1746	0	137	9	<php><regex>
1749	1746	137	16	0
1752	11	332	4	0
1756	1705	234	9	0
1758	888	137	0	0
1760	0	234	33	<c#><.net><unit-testing><testing>
1762	0	137	0	<php><ternary-operator>
1764	1762	137	0	0
1765	1760	307	0	0
1766	0	50	12	<html><css><editor>
1770	1766	52	3	0
1771	1762	219	21	0
1772	1576	234	2	0
1773	1070	164	6	0
1774	1576	234	2	0
1775	1705	116	65	0
1776	1600	313	0	0
1778	36	234	5	0
1780	1734	77	6	0
1783	1766	164	0	0
1788	1711	157	8	0
1789	1709	77	2	0
1790	0	194	8	<svn><version-control>
1793	1600	307	0	0
1794	1790	117	1	0
1798	1709	357	2	0
1803	1746	332	3	0
1806	1790	292	0	0
1812	231	62	5	0
1820	1760	358	2	0
1821	1760	308	38	0
1823	0	145	36	<gui><language-agnostic><simulation><conways-game-of-life>
1824	1644	205	62	0
1825	1766	40	1	0
1826	588	205	7	0
1828	1766	26	1	0
1829	0	30	4	<python>
1830	1823	358	42	0
1832	1823	316	2	0
1833	1766	308	8	0
1836	0	172	15	<c#><winapi><mouse>
1840	1829	116	6	0
1843	1836	275	13	0
1845	1766	354	0	0
1848	0	36	11	<c#><image><image-processing><artificial-intelligence>
1849	1836	87	1	0
1852	1829	116	5	0
1854	0	116	32	<python>
1856	1848	65	7	0
1857	1854	65	64	0
1861	1766	219	0	0
1862	1766	144	0	0
1866	1766	58	0	0
1869	0	358	8	<sql-server><database><documentation><data-dictionary>
1870	1829	30	2	0
1871	1854	216	32	0
1873	0	242	7	<asp.net><javascript><anchor><quotes>
1875	1873	30	0	0
1879	1854	116	18	0
1881	1873	26	0	0
1885	1829	50	0	0
1886	1873	275	7	0
1887	1869	116	1	0
1889	1873	242	0	0
1894	1607	160	2	0
1898	0	81	44	<c#><vb.net><file><csv><import>
1901	1898	303	30	0
1904	1644	172	7	0
1905	1898	50	1	0
1907	1898	52	0	0
1908	0	79	6	<math><mapping><maps><latitude><longitude>
1909	1104	363	1	0
1910	361	157	9	0
1911	1644	5	15	0
1912	1898	122	0	0
1913	609	257	1	0
1914	1384	231	13	0
